customer_id,invoice_date,Recency,Frequency,AOV,LVT,Predicted_LTV,LTV_Segment
C102043,2023-02-04,32,1,1200.32,1200.32,1200.3200000000056,High
C102084,2023-02-10,26,1,1200.34,1200.34,1200.3399999999967,High
C102226,2023-01-09,58,1,15.15,15.15,15.150000000000018,Low
C102255,2023-01-20,47,1,600.16,600.16,600.160000000002,Medium
C102342,2023-03-05,3,1,600.16,600.16,600.1600000000018,Medium
C102459,2023-02-18,18,1,1500.4,1500.4,1500.4000000000049,High
C102478,2023-01-28,39,1,35.84,35.84,35.84000000000007,Low
C102488,2023-02-01,35,1,300.08,300.08,300.0800000000013,Low
C102669,2023-01-27,40,1,1800.51,1800.51,1800.5100000000011,High
C102679,2023-02-26,10,1,162.64,162.64,162.6399999999996,Low
C102696,2023-02-03,33,1,23.46,23.46,23.460000000000033,Low
C102713,2023-02-14,22,1,26.15,26.15,26.15000000000005,Low
C102773,2023-02-20,16,1,1200.32,1200.32,1200.3200000000056,High
C102798,2023-01-13,54,1,1200.34,1200.34,1200.3399999999967,High
C102843,2023-01-27,40,1,58.65,58.65,58.649999999999935,Low
C102873,2023-01-11,56,1,162.64,162.64,162.63999999999956,Low
C102931,2023-03-05,3,1,1200.32,1200.32,1200.3200000000054,High
C103014,2023-01-07,60,1,1200.32,1200.32,1200.3200000000056,High
C103072,2023-01-18,49,1,179.2,179.2,179.2000000000004,Low
C103076,2023-01-28,39,1,15.69,15.69,15.69000000000005,Low
C103090,2023-02-12,24,1,1200.32,1200.32,1200.3200000000056,High
C103108,2023-01-12,55,1,900.24,900.24,900.2399999999983,Medium
C103174,2023-03-06,2,1,1200.32,1200.32,1200.3200000000054,High
C103207,2023-01-18,49,1,300.08,300.08,300.0800000000013,Low
C103221,2023-02-21,15,1,1800.51,1800.51,1800.5100000000011,High
C103227,2023-01-31,36,1,203.3,203.3,203.29999999999976,Low
C103229,2023-01-01,66,1,1500.4,1500.4,1500.4000000000053,High
C103251,2023-02-11,25,1,35.84,35.84,35.84000000000007,Low
C103263,2023-01-19,48,1,15.15,15.15,15.150000000000018,Low
C103297,2023-01-29,38,1,1500.4,1500.4,1500.4000000000053,High
C103314,2023-02-17,19,1,30.3,30.3,30.300000000000036,Low
C103328,2023-01-08,59,1,3000.85,3000.85,3000.85,High
C103333,2023-01-29,38,1,900.24,900.24,900.2399999999983,Medium
C103393,2023-01-21,46,1,81.32,81.32,81.31999999999978,Low
C103479,2023-02-27,9,1,26.15,26.15,26.15000000000005,Low
C103546,2023-02-06,30,1,900.24,900.24,900.2399999999983,Medium
C103597,2023-01-14,53,1,26.15,26.15,26.15000000000005,Low
C103598,2023-01-12,55,1,1200.34,1200.34,1200.3399999999967,High
C103632,2023-01-01,66,1,58.65,58.65,58.649999999999935,Low
C103647,2023-01-04,63,1,1500.4,1500.4,1500.4000000000053,High
C103651,2023-01-19,48,1,1050.0,1050.0,1050.0,High
C103671,2023-02-13,23,1,2400.68,2400.68,2400.6799999999944,High
C103725,2023-01-29,38,1,20.92,20.92,20.92000000000006,Low
C103730,2023-01-13,54,1,20.92,20.92,20.92000000000006,Low
C103773,2023-02-19,17,1,143.36,143.36,143.36000000000024,Low
C103887,2023-02-08,28,1,121.98,121.98,121.9799999999996,Low
C103894,2023-02-23,13,1,203.3,203.3,203.29999999999976,Low
C103900,2023-02-15,21,1,121.98,121.98,121.9799999999996,Low
C103910,2023-02-27,9,1,2400.68,2400.68,2400.6799999999944,High
C103917,2023-02-07,29,1,3000.85,3000.85,3000.85,High
C103933,2023-01-10,57,1,3150.0,3150.0,3150.0,High
C104013,2023-01-02,65,1,46.92,46.92,46.92000000000005,Low
C104036,2023-02-24,12,1,1200.32,1200.32,1200.3200000000056,High
C104086,2023-02-21,15,1,75.75,75.75,75.75,Low
C104119,2023-01-24,43,1,203.3,203.3,203.29999999999976,Low
C104123,2023-01-19,48,1,81.32,81.32,81.31999999999978,Low
C104268,2023-03-04,4,1,300.08,300.08,300.0800000000012,Low
C104317,2023-02-07,29,1,1200.32,1200.32,1200.3200000000056,High
C104363,2023-02-09,27,1,58.65,58.65,58.649999999999935,Low
C104404,2023-01-17,50,1,1200.34,1200.34,1200.3399999999967,High
C104407,2023-02-07,29,1,2100.0,2100.0,2100.0,High
C104433,2023-02-01,35,1,46.92,46.92,46.92000000000005,Low
C104578,2023-03-03,5,1,600.16,600.16,600.1600000000018,Medium
C104592,2023-01-02,65,1,600.17,600.17,600.1699999999985,Medium
C104616,2023-01-09,58,1,71.68,71.68,71.68000000000012,Low
C104687,2023-01-25,42,1,81.32,81.32,81.31999999999978,Low
C104725,2023-01-20,47,1,81.32,81.32,81.31999999999978,Low
C104799,2023-02-18,18,1,45.45,45.45,45.44999999999991,Low
C104852,2023-03-07,1,1,203.3,203.3,203.29999999999976,Low
C104877,2023-01-15,52,1,2100.0,2100.0,2100.0,High
C104905,2023-03-03,5,1,5.23,5.23,5.230000000000015,Low
C104942,2023-02-17,19,1,1200.34,1200.34,1200.3399999999967,High
C104949,2023-01-28,39,1,1200.32,1200.32,1200.3200000000056,High
C105039,2023-02-17,19,1,1200.34,1200.34,1200.3399999999967,High
C105101,2023-01-10,57,1,1500.4,1500.4,1500.4000000000053,High
C105149,2023-01-03,64,1,1200.32,1200.32,1200.3200000000056,High
C105215,2023-01-16,51,1,40.66,40.66,40.65999999999988,Low
C105220,2023-01-11,56,1,1500.4,1500.4,1500.4000000000053,High
C105300,2023-01-24,43,1,162.64,162.64,162.63999999999956,Low
C105405,2023-01-08,59,1,121.98,121.98,121.9799999999996,Low
C105433,2023-03-04,4,1,1800.51,1800.51,1800.5100000000011,High
C105467,2023-01-16,51,1,26.15,26.15,26.15000000000005,Low
C105474,2023-01-15,52,1,40.66,40.66,40.65999999999988,Low
C105510,2023-02-15,21,1,203.3,203.3,203.29999999999976,Low
C105522,2023-02-28,8,1,40.66,40.66,40.6599999999999,Low
C105529,2023-02-12,24,1,46.92,46.92,46.92000000000005,Low
C105607,2023-02-10,26,1,600.16,600.16,600.160000000002,Medium
C105620,2023-02-13,23,1,2100.0,2100.0,2100.0,High
C105655,2023-01-28,39,1,600.16,600.16,600.160000000002,Medium
C105733,2023-01-10,57,1,203.3,203.3,203.29999999999976,Low
C105747,2023-02-22,14,1,40.66,40.66,40.65999999999989,Low
C105764,2023-02-16,20,1,23.46,23.46,23.460000000000033,Low
C105807,2023-01-03,64,1,107.52,107.52,107.52000000000031,Low
C105812,2023-03-01,7,1,600.16,600.16,600.1600000000018,Medium
C105824,2023-02-20,16,1,1200.34,1200.34,1200.3399999999967,High
C105826,2023-02-01,35,1,1200.32,1200.32,1200.3200000000056,High
C105838,2023-03-03,5,1,26.15,26.15,26.15000000000005,Low
C105847,2023-02-12,24,1,600.16,600.16,600.160000000002,Medium
C105882,2023-02-16,20,1,35.19,35.19,35.19000000000005,Low
C105983,2023-03-04,4,1,179.2,179.2,179.2000000000004,Low
C106052,2023-02-10,26,1,1500.4,1500.4,1500.4000000000053,High
C106062,2023-03-06,2,1,300.08,300.08,300.080000000001,Low
C106094,2023-02-13,23,1,1500.4,1500.4,1500.4000000000053,High
C106117,2023-02-22,14,1,5250.0,5250.0,5250.0,High
C106130,2023-03-06,2,1,1500.4,1500.4,1500.4000000000024,High
C106279,2023-01-23,44,1,600.16,600.16,600.160000000002,Medium
C106324,2023-01-15,52,1,300.08,300.08,300.0800000000013,Low
C106337,2023-02-02,34,1,5.23,5.23,5.230000000000015,Low
C106461,2023-01-17,50,1,900.24,900.24,900.2399999999983,Medium
C106518,2023-03-08,0,1,4200.0,4200.0,4200.0,High
C106531,2023-02-27,9,1,179.2,179.2,179.2000000000004,Low
C106546,2023-03-08,0,1,1200.32,1200.32,1200.3200000000052,High
C106552,2023-03-04,4,1,1500.4,1500.4,1500.4000000000033,High
C106644,2023-01-02,65,1,5.23,5.23,5.230000000000015,Low
C106686,2023-02-12,24,1,2400.68,2400.68,2400.6799999999944,High
C106762,2023-01-07,60,1,2400.68,2400.68,2400.6799999999944,High
C106784,2023-01-04,63,1,71.68,71.68,71.68000000000012,Low
C106802,2023-02-28,8,1,1200.32,1200.32,1200.3200000000056,High
C106834,2023-02-11,25,1,1500.4,1500.4,1500.4000000000053,High
C107056,2023-02-20,16,1,35.84,35.84,35.84000000000007,Low
C107171,2023-01-29,38,1,1200.34,1200.34,1200.3399999999967,High
C107192,2023-02-25,11,1,81.32,81.32,81.31999999999982,Low
C107207,2023-02-28,8,1,35.19,35.19,35.19000000000005,Low
C107209,2023-02-05,31,1,5.23,5.23,5.230000000000015,Low
C107235,2023-02-08,28,1,81.32,81.32,81.31999999999978,Low
C107256,2023-02-26,10,1,1500.4,1500.4,1500.4000000000044,High
C107261,2023-02-13,23,1,203.3,203.3,203.29999999999976,Low
C107263,2023-02-18,18,1,1050.0,1050.0,1050.0,High
C107267,2023-01-15,52,1,300.08,300.08,300.0800000000013,Low
C107289,2023-01-05,62,1,35.84,35.84,35.84000000000007,Low
C107312,2023-01-13,54,1,900.24,900.24,900.2399999999983,Medium
C107358,2023-02-07,29,1,46.92,46.92,46.92000000000005,Low
C107400,2023-02-09,27,1,23.46,23.46,23.460000000000033,Low
C107444,2023-02-25,11,1,5250.0,5250.0,5250.0,High
C107458,2023-01-28,39,1,20.92,20.92,20.92000000000006,Low
C107540,2023-01-21,46,1,10.46,10.46,10.46000000000003,Low
C107549,2023-02-06,30,1,1200.32,1200.32,1200.3200000000056,High
C107596,2023-02-24,12,1,300.08,300.08,300.0800000000013,Low
C107703,2023-02-28,8,1,1500.4,1500.4,1500.4000000000042,High
C107718,2023-01-25,42,1,2100.0,2100.0,2100.0,High
C107807,2023-02-07,29,1,10.46,10.46,10.46000000000003,Low
C107832,2023-02-24,12,1,600.17,600.17,600.1699999999985,Medium
C107885,2023-02-19,17,1,15.69,15.69,15.69000000000005,Low
C107934,2023-01-13,54,1,1500.4,1500.4,1500.4000000000053,High
C107987,2023-02-25,11,1,20.92,20.92,20.92000000000006,Low
C107989,2023-02-07,29,1,600.16,600.16,600.160000000002,Medium
C108013,2023-02-06,30,1,121.98,121.98,121.9799999999996,Low
C108064,2023-01-09,58,1,203.3,203.3,203.29999999999976,Low
C108070,2023-02-20,16,1,1800.51,1800.51,1800.5100000000011,High
C108141,2023-03-08,0,1,5.23,5.23,5.230000000000015,Low
C108143,2023-02-28,8,1,2400.68,2400.68,2400.6799999999944,High
C108176,2023-02-04,32,1,71.68,71.68,71.68000000000012,Low
C108243,2023-02-08,28,1,1500.4,1500.4,1500.4000000000053,High
C108249,2023-02-02,34,1,300.08,300.08,300.0800000000013,Low
C108253,2023-02-19,17,1,600.17,600.17,600.1699999999985,Medium
C108256,2023-02-19,17,1,900.24,900.24,900.2399999999984,Medium
C108351,2023-02-10,26,1,300.08,300.08,300.0800000000013,Low
C108431,2023-03-03,5,1,300.08,300.08,300.0800000000012,Low
C108441,2023-01-27,40,1,162.64,162.64,162.63999999999956,Low
C108444,2023-01-21,46,1,5.23,5.23,5.230000000000015,Low
C108493,2023-02-08,28,1,26.15,26.15,26.15000000000005,Low
C108581,2023-03-02,6,1,1500.4,1500.4,1500.4000000000035,High
C108591,2023-01-21,46,1,300.08,300.08,300.0800000000013,Low
C108643,2023-01-21,46,1,40.66,40.66,40.65999999999988,Low
C108644,2023-01-08,59,1,11.73,11.73,11.730000000000016,Low
C108645,2023-02-26,10,1,203.3,203.3,203.29999999999976,Low
C108727,2023-02-12,24,1,20.92,20.92,20.92000000000006,Low
C108756,2023-01-27,40,1,121.98,121.98,121.9799999999996,Low
C108763,2023-02-07,29,1,203.3,203.3,203.29999999999976,Low
C108801,2023-01-12,55,1,1200.32,1200.32,1200.3200000000056,High
C108808,2023-01-16,51,1,35.84,35.84,35.84000000000007,Low
C108964,2023-02-11,25,1,2400.68,2400.68,2400.6799999999944,High
C108981,2023-02-21,15,1,2400.68,2400.68,2400.6799999999944,High
C109079,2023-02-19,17,1,600.17,600.17,600.1699999999985,Medium
C109116,2023-01-06,61,1,1200.34,1200.34,1200.3399999999967,High
C109179,2023-02-28,8,1,81.32,81.32,81.31999999999984,Low
C109182,2023-02-18,18,1,179.2,179.2,179.2000000000004,Low
C109187,2023-01-05,62,1,900.24,900.24,900.2399999999983,Medium
C109210,2023-02-14,22,1,121.98,121.98,121.9799999999996,Low
C109264,2023-02-14,22,1,900.24,900.24,900.2399999999983,Medium
C109276,2023-01-29,38,1,20.92,20.92,20.92000000000006,Low
C109293,2023-02-15,21,1,1200.32,1200.32,1200.3200000000056,High
C109294,2023-02-25,11,1,40.66,40.66,40.65999999999989,Low
C109317,2023-02-13,23,1,1200.32,1200.32,1200.3200000000056,High
C109323,2023-02-20,16,1,40.66,40.66,40.65999999999989,Low
C109331,2023-01-02,65,1,81.32,81.32,81.31999999999978,Low
C109354,2023-02-20,16,1,600.16,600.16,600.160000000002,Medium
C109370,2023-01-26,41,1,26.15,26.15,26.15000000000005,Low
C109398,2023-02-01,35,1,30.3,30.3,30.300000000000036,Low
C109409,2023-01-09,58,1,600.16,600.16,600.160000000002,Medium
C109467,2023-02-09,27,1,5.23,5.23,5.230000000000015,Low
C109489,2023-01-17,50,1,15.69,15.69,15.69000000000005,Low
C109593,2023-01-07,60,1,300.08,300.08,300.0800000000013,Low
C109594,2023-01-05,62,1,60.6,60.6,60.60000000000007,Low
C109622,2023-02-09,27,1,179.2,179.2,179.2000000000004,Low
C109682,2023-02-11,25,1,600.16,600.16,600.160000000002,Medium
C109714,2023-01-03,64,1,20.92,20.92,20.92000000000006,Low
C109749,2023-01-21,46,1,23.46,23.46,23.460000000000033,Low
C109762,2023-01-31,36,1,143.36,143.36,143.36000000000024,Low
C109766,2023-02-22,14,1,2400.68,2400.68,2400.6799999999944,High
C109876,2023-02-22,14,1,600.16,600.16,600.160000000002,Medium
C109924,2023-01-28,39,1,121.98,121.98,121.9799999999996,Low
C109937,2023-01-02,65,1,600.16,600.16,600.160000000002,Medium
C109970,2023-01-15,52,1,26.15,26.15,26.15000000000005,Low
C110014,2023-01-24,43,1,162.64,162.64,162.63999999999956,Low
C110082,2023-01-25,42,1,81.32,81.32,81.31999999999978,Low
C110113,2023-01-05,62,1,30.3,30.3,30.300000000000036,Low
C110183,2023-03-06,2,1,300.08,300.08,300.080000000001,Low
C110189,2023-02-03,33,1,11.73,11.73,11.730000000000016,Low
C110238,2023-02-24,12,1,107.52,107.52,107.52000000000031,Low
C110260,2023-03-07,1,1,15.69,15.69,15.69000000000005,Low
C110306,2023-01-10,57,1,2400.68,2400.68,2400.6799999999944,High
C110364,2023-02-13,23,1,1500.4,1500.4,1500.4000000000053,High
C110379,2023-01-28,39,1,35.84,35.84,35.84000000000007,Low
C110389,2023-01-01,66,1,1800.51,1800.51,1800.5100000000011,High
C110465,2023-01-23,44,1,203.3,203.3,203.29999999999976,Low
C110476,2023-03-04,4,1,20.92,20.92,20.92000000000006,Low
C110489,2023-02-12,24,1,600.16,600.16,600.160000000002,Medium
C110496,2023-03-05,3,1,15.69,15.69,15.69000000000005,Low
C110505,2023-01-22,45,1,10.46,10.46,10.46000000000003,Low
C110520,2023-03-02,6,1,1500.4,1500.4,1500.4000000000035,High
C110545,2023-03-04,4,1,121.98,121.98,121.97999999999962,Low
C110578,2023-03-03,5,1,35.84,35.84,35.84000000000007,Low
C110615,2023-01-05,62,1,1200.34,1200.34,1200.3399999999967,High
C110626,2023-02-09,27,1,162.64,162.64,162.6399999999996,Low
C110661,2023-02-13,23,1,300.08,300.08,300.0800000000013,Low
C110697,2023-01-09,58,1,35.84,35.84,35.84000000000007,Low
C110795,2023-02-11,25,1,40.66,40.66,40.65999999999988,Low
C110867,2023-01-02,65,1,1200.32,1200.32,1200.3200000000056,High
C110913,2023-01-19,48,1,26.15,26.15,26.15000000000005,Low
C110921,2023-02-01,35,1,900.24,900.24,900.2399999999983,Medium
C110955,2023-01-20,47,1,1500.4,1500.4,1500.4000000000053,High
C110969,2023-02-12,24,1,40.66,40.66,40.65999999999988,Low
C110985,2023-03-06,2,1,162.64,162.64,162.63999999999965,Low
C111079,2023-02-09,27,1,1500.4,1500.4,1500.4000000000053,High
C111113,2023-01-01,66,1,4200.0,4200.0,4200.0,High
C111140,2023-02-04,32,1,143.36,143.36,143.36000000000024,Low
C111167,2023-03-05,3,1,107.52,107.52,107.52000000000031,Low
C111176,2023-02-03,33,1,81.32,81.32,81.31999999999978,Low
C111198,2023-01-23,44,1,3150.0,3150.0,3150.0,High
C111211,2023-02-14,22,1,1200.32,1200.32,1200.3200000000056,High
C111223,2023-02-11,25,1,600.16,600.16,600.160000000002,Medium
C111227,2023-02-28,8,1,1500.4,1500.4,1500.4000000000042,High
C111257,2023-01-24,43,1,20.92,20.92,20.92000000000006,Low
C111267,2023-01-24,43,1,1800.51,1800.51,1800.5100000000011,High
C111275,2023-01-30,37,1,1500.4,1500.4,1500.4000000000053,High
C111315,2023-01-25,42,1,5.23,5.23,5.230000000000015,Low
C111346,2023-02-26,10,1,203.3,203.3,203.29999999999976,Low
C111351,2023-02-26,10,1,300.08,300.08,300.0800000000013,Low
C111359,2023-02-12,24,1,5.23,5.23,5.230000000000015,Low
C111399,2023-02-15,21,1,40.66,40.66,40.65999999999988,Low
C111453,2023-02-17,19,1,162.64,162.64,162.6399999999996,Low
C111463,2023-02-08,28,1,900.24,900.24,900.2399999999983,Medium
C111500,2023-02-06,30,1,1200.34,1200.34,1200.3399999999967,High
C111545,2023-01-14,53,1,179.2,179.2,179.2000000000004,Low
C111564,2023-02-03,33,1,26.15,26.15,26.15000000000005,Low
C111568,2023-02-20,16,1,15.15,15.15,15.150000000000018,Low
C111586,2023-01-16,51,1,121.98,121.98,121.9799999999996,Low
C111588,2023-01-29,38,1,1050.0,1050.0,1050.0,High
C111628,2023-02-12,24,1,23.46,23.46,23.460000000000033,Low
C111703,2023-02-21,15,1,26.15,26.15,26.15000000000005,Low
C111765,2023-01-10,57,1,1500.4,1500.4,1500.4000000000053,High
C111818,2023-02-22,14,1,20.92,20.92,20.92000000000006,Low
C111845,2023-01-22,45,1,300.08,300.08,300.0800000000013,Low
C111857,2023-01-08,59,1,35.19,35.19,35.19000000000005,Low
C111961,2023-03-03,5,1,1500.4,1500.4,1500.4000000000033,High
C111986,2023-02-19,17,1,5250.0,5250.0,5250.0,High
C112032,2023-01-31,36,1,20.92,20.92,20.92000000000006,Low
C112115,2023-02-21,15,1,2100.0,2100.0,2100.0,High
C112119,2023-02-02,34,1,1200.32,1200.32,1200.3200000000056,High
C112229,2023-01-10,57,1,1200.34,1200.34,1200.3399999999967,High
C112246,2023-03-04,4,1,1200.32,1200.32,1200.3200000000056,High
C112298,2023-01-29,38,1,1500.4,1500.4,1500.4000000000053,High
C112308,2023-03-05,3,1,35.19,35.19,35.19000000000005,Low
C112319,2023-02-04,32,1,1500.4,1500.4,1500.4000000000053,High
C112432,2023-02-04,32,1,71.68,71.68,71.68000000000012,Low
C112439,2023-02-15,21,1,1200.32,1200.32,1200.3200000000056,High
C112549,2023-02-04,32,1,58.65,58.65,58.649999999999935,Low
C112572,2023-03-03,5,1,20.92,20.92,20.92000000000006,Low
C112573,2023-02-23,13,1,107.52,107.52,107.52000000000031,Low
C112629,2023-03-01,7,1,1500.4,1500.4,1500.4000000000037,High
C112660,2023-03-04,4,1,900.24,900.24,900.2399999999986,Medium
C112750,2023-01-15,52,1,300.08,300.08,300.0800000000013,Low
C112758,2023-01-31,36,1,1200.34,1200.34,1200.3399999999967,High
C112790,2023-01-19,48,1,60.6,60.6,60.60000000000007,Low
C112794,2023-03-04,4,1,4200.0,4200.0,4200.0,High
C112822,2023-01-23,44,1,81.32,81.32,81.31999999999978,Low
C112823,2023-02-25,11,1,900.24,900.24,900.2399999999985,Medium
C112830,2023-01-30,37,1,203.3,203.3,203.29999999999976,Low
C112831,2023-01-21,46,1,3000.85,3000.85,3000.85,High
C112863,2023-01-18,49,1,35.84,35.84,35.84000000000007,Low
C112869,2023-01-20,47,1,121.98,121.98,121.9799999999996,Low
C112889,2023-02-12,24,1,5.23,5.23,5.230000000000015,Low
C112979,2023-02-13,23,1,300.08,300.08,300.0800000000013,Low
C113014,2023-01-06,61,1,75.75,75.75,75.75,Low
C113051,2023-02-19,17,1,1200.32,1200.32,1200.3200000000056,High
C113065,2023-02-03,33,1,300.08,300.08,300.0800000000013,Low
C113088,2023-01-27,40,1,162.64,162.64,162.63999999999956,Low
C113105,2023-01-22,45,1,20.92,20.92,20.92000000000006,Low
C113171,2023-03-06,2,1,600.17,600.17,600.1699999999985,Medium
C113204,2023-01-12,55,1,1200.32,1200.32,1200.3200000000056,High
C113216,2023-02-12,24,1,35.84,35.84,35.84000000000007,Low
C113275,2023-02-21,15,1,35.84,35.84,35.84000000000007,Low
C113294,2023-01-20,47,1,11.73,11.73,11.730000000000016,Low
C113403,2023-03-05,3,1,40.66,40.66,40.65999999999992,Low
C113435,2023-01-09,58,1,300.08,300.08,300.0800000000013,Low
C113468,2023-03-08,0,1,26.15,26.15,26.15000000000005,Low
C113472,2023-01-21,46,1,15.69,15.69,15.69000000000005,Low
C113518,2023-01-19,48,1,5.23,5.23,5.230000000000015,Low
C113670,2023-02-05,31,1,1200.32,1200.32,1200.3200000000056,High
C113678,2023-01-09,58,1,900.24,900.24,900.2399999999983,Medium
C113695,2023-01-17,50,1,10.46,10.46,10.46000000000003,Low
C113739,2023-01-18,49,1,1200.32,1200.32,1200.3200000000056,High
C113748,2023-03-04,4,1,1500.4,1500.4,1500.4000000000033,High
C113761,2023-02-04,32,1,300.08,300.08,300.0800000000013,Low
C113778,2023-03-07,1,1,900.24,900.24,900.2399999999996,Medium
C113803,2023-03-03,5,1,107.52,107.52,107.52000000000031,Low
C113901,2023-01-15,52,1,5.23,5.23,5.230000000000015,Low
C113948,2023-02-23,13,1,900.24,900.24,900.2399999999985,Medium
C113970,2023-02-14,22,1,121.98,121.98,121.9799999999996,Low
C114014,2023-01-08,59,1,1200.32,1200.32,1200.3200000000056,High
C114023,2023-02-22,14,1,23.46,23.46,23.460000000000033,Low
C114072,2023-02-16,20,1,300.08,300.08,300.0800000000013,Low
C114112,2023-01-06,61,1,900.24,900.24,900.2399999999983,Medium
C114116,2023-03-06,2,1,1500.4,1500.4,1500.4000000000024,High
C114246,2023-03-04,4,1,26.15,26.15,26.15000000000005,Low
C114354,2023-03-01,7,1,3150.0,3150.0,3150.0,High
C114377,2023-02-01,35,1,20.92,20.92,20.92000000000006,Low
C114440,2023-01-12,55,1,26.15,26.15,26.15000000000005,Low
C114531,2023-01-14,53,1,162.64,162.64,162.63999999999956,Low
C114587,2023-01-16,51,1,15.69,15.69,15.69000000000005,Low
C114606,2023-01-04,63,1,600.17,600.17,600.1699999999985,Medium
C114628,2023-01-07,60,1,1500.4,1500.4,1500.4000000000053,High
C114634,2023-02-04,32,1,30.3,30.3,30.300000000000036,Low
C114643,2023-03-04,4,1,121.98,121.98,121.97999999999962,Low
C114650,2023-01-03,64,1,1200.32,1200.32,1200.3200000000056,High
C114698,2023-02-26,10,1,2400.68,2400.68,2400.6799999999944,High
C114819,2023-01-08,59,1,300.08,300.08,300.0800000000013,Low
C114861,2023-02-16,20,1,300.08,300.08,300.0800000000013,Low
C114903,2023-02-09,27,1,15.69,15.69,15.69000000000005,Low
C114922,2023-01-30,37,1,300.08,300.08,300.0800000000013,Low
C114935,2023-01-01,66,1,1200.32,1200.32,1200.3200000000056,High
C114955,2023-01-17,50,1,1200.34,1200.34,1200.3399999999967,High
C114977,2023-02-23,13,1,143.36,143.36,143.36000000000024,Low
C115001,2023-02-20,16,1,121.98,121.98,121.9799999999996,Low
C115031,2023-02-07,29,1,71.68,71.68,71.68000000000012,Low
